2.510904558889764382e-01 4.038365314979726062e-01 3.375687286093376205e-01 2.577703474138425821e-01 1.099356565783879969e-01 1.797085010612223532e-01 1.343413783338013312e-01 2.545862485840049705e-01 3.138278535228716803e-02 1.574661627895751481e-01 2.328266420648389401e-01 6.033737918409576295e-02 4.152811677620056596e-02 1.195527490696670359e-01 1.353058267731009345e-01 2.209567131888035274e-01 9.715818114298213626e-02 1.585778386139888863e-01 2.735739393119155372e-01 2.047706428475598583e-02 1.985867610330889765e-01 1.493297601066584934e-01 1.320331481617979530e-01 1.983714609090926062e-01
1.748465786017640577e-01 1.900966574670951426e-01 2.315649427616467415e-02 1.650037128105508732e-01 8.151165864509390957e-02 9.766328417572310572e-02 2.565458297849877445e-01 2.607541284966524708e-02 3.007005480417937471e-01 8.687591994784366056e-02 2.662586909240345356e-01 2.701055311539835024e-01 2.462789716855259270e-01 8.475528053387111627e-02 1.172241969955924723e-01 1.296957423609351179e-01 5.918757379879030500e-02 1.127070576581550160e-01 3.084134549198740416e-01 6.283751036389856326e-02 1.287290971745166934e-01 1.865837705757253939e-01 6.785835434516010456e-02 1.152653066798918213e-01
2.335220473308668998e-02 1.539239026699248392e-01 1.078223030425667361e-01 3.424873816619602440e-01 1.956979527299407273e-01 1.574325733341969125e-01 9.352765656073513956e-02 2.386806129771904816e-01 1.948084355755856645e-01 6.925325934247245074e-02 1.846462227743297380e-01 6.882940439627038831e-02 1.106302115896134336e-01 1.399848684204824945e-01 9.149714430764781248e-02 4.840222986474446154e-02 1.585028710481123371e-02 1.819816211474996059e-01 3.117749613765005701e-01 7.547446234572263712e-02 1.841705257539993923e-02 2.026273016652102577e-02 9.197259040414450249e-02 1.328139665486978982e-01
1.526454954792754726e-01 1.037008006672184290e-01 6.953425881991692759e-02 1.909920839637337941e-01 9.566377976788087434e-02 1.107669869986910027e-01 8.031655523431691091e-02 3.148208280837594408e-02 2.122334263819025402e-01 4.510808208133321173e-03 1.970264567113285681e-01 2.824381480006787903e-02 1.137414408129290150e-01 9.330841607250318914e-02 8.532899529929720284e-02 2.927767910082818004e-02 1.393718204601596122e-01 1.897299232499752297e-01 2.057718391200556440e-01 6.390108815772488349e-02 2.479728583215590199e-02 6.248936870853882830e-02 8.571433920105289705e-02 1.401021597381482131e-01
7.409496288667472008e-02 7.313516672983300104e-03 4.343915133886744329e-02 1.948548932037153514e-01 5.854052515515273392e-02 1.734101138426462907e-01 1.052106581221345927e-03 4.441711126905045770e-02 1.357183407787925788e-01 7.621781470621913357e-02 3.272505871059090410e-01 1.141477571894133902e-02 1.283238460818882931e-01 1.012344891240756772e-01 9.198747355728828512e-02 9.179026301331938420e-02 7.390081613269094962e-03 1.932049324884613228e-01 3.031428975712382456e-01 4.946029151705916282e-02 7.910700675093484957e-02 4.367856764043087647e-02 7.080090063848808180e-02 1.533560016037873175e-01
8.083300897153772313e-02 4.327900998077427452e-02 9.716504229430283912e-02 1.194694447149460825e-01 1.190866190163918370e-01 1.517669948405263869e-01 1.086303498336459450e-01 1.225950681269420417e-01 9.353375168920402549e-02 1.796363051394445631e-01 4.041672813312342516e-01 1.233717826297153763e-01 1.242523912910809686e-01 5.179462432214693851e-02 1.396534725986857406e-01 1.021322713011173500e-01 1.340973432742004756e-01 2.144679035149200108e-01 2.847741374896654021e-01 1.163378603041143600e-01 2.081080270513439578e-01 2.858997622733172594e-02 7.327432938037230226e-02 1.382065079397861440e-01
3.618145714621551212e-02 9.320210303232878690e-02 1.209955009061364217e-02 2.934646339556823413e-01 1.182186038733390454e-01 2.372223458925744877e-01 9.175460672227186976e-03 2.872689806414890912e-02 1.549232799664719273e-01 7.024725980024010275e-02 3.065270826020428663e-01 9.637149776880515883e-02 1.492908930277944413e-01 1.264700784144639212e-01 1.275496786994111120e-01 1.236998990362823125e-01 9.296316946324123531e-02 1.993347622219622250e-01 2.648245627280036985e-01 1.270256920761335118e-01 1.490407116469028015e-02 1.411245398357930392e-01 1.187916279153104354e-01 1.386227786586101407e-01
1.333960455952062363e-01 1.010855229811740141e-01 2.102072946686509569e-01 1.267913388450020440e-01 3.333957845474011528e-02 1.758347010113100461e-01 6.735953093965307836e-02 5.931831598777115300e-02 5.892091355131107155e-02 1.236590405760075451e-01 4.157297283839452851e-01 1.088961467890041668e-01 2.306000531798163555e-01 6.912214900281925256e-02 1.158754359256667921e-01 9.728648074500634291e-02 2.319146046154735297e-02 1.268124790953644720e-01 2.165373315548871636e-01 2.714913181817319443e-01 5.861188219480778505e-02 6.849795272764458431e-02 1.150215631741401678e-01 1.624885880776748837e-01
4.135815887817609338e-02 2.283595737087344979e-01 3.227863902517386085e-02 1.318949636062909381e-01 6.622767568799159399e-02 1.317456534459376383e-01 2.871880704384444094e-02 5.471855743417680662e-02 6.194046732855645887e-02 5.501664856194132813e-03 2.500956042630023690e-01 9.379254120403746064e-03 7.370515637871166703e-02 8.244390355867495246e-02 8.721176568576617660e-02 7.535295698560268152e-02 4.042404478186378824e-03 1.307191126570963480e-01 1.710822856541250880e-01 1.667474354875753406e-01 2.129817953053958490e-02 4.749326912727025451e-02 8.151533693613891018e-02 1.759631290384504054e-01
3.103901342333357793e-01 2.318451602854637028e-01 1.961151862529408874e-01 3.362116092927492916e-01 8.179281535313220886e-04 1.640951734571823861e-01 1.086855701070719160e-01 1.775427786267713970e-01 2.831301185951100585e-01 2.680332885918612629e-01 2.081118539001663992e-01 1.258381527681672329e-01 1.467434282431263615e-01 5.093067202824329287e-02 1.295872745613896038e-01 1.735523546098488579e-02 1.340160278506068448e-01 1.825755067780264473e-01 4.105339688928266728e-01 2.009204228997599206e-01 1.761067290020394971e-01 2.126636190724818798e-01 1.148533037495734488e-01 1.615176193210897393e-01
